Original,EN,Positive,Negative,Neutral,Compound
我想在訪問台北時推薦這個地方！  非常喜歡這裡的雞尾酒，尤其是冰鎮雞尾酒！,"I want to recommend this place when visiting Taipei!I really like the cocktails here, especially the ice cocktail!",0.324,0.0,0.676,0.7333
好好喝喔,Good taste,0.744,0.0,0.256,0.4404
沒關係，飲料有點貴，因為他們在飲料中使用了巨大的冰塊。男工作人員很好，但我不太確定那個女孩......似乎她今天過得很糟糕。,"It doesn't matter, drinks are a bit expensive because they use huge ice cubes in the drink.The male staff member is very good, but I am not sure that the girl ... it seems that she is very bad today.",0.079,0.183,0.738,-0.7116
我剛好路過，就進去了。氣氛很好，調酒師很友善，飲料裝在可愛的盤子裡。,"I just passed by and went in.The atmosphere is very good, the bartender is very friendly, and the beverage is installed on a cute plate.",0.306,0.0,0.694,0.8653
非常好的雞尾酒和非常酷的 Ambiente,Very good cocktail and very cool Ambiente,0.536,0.0,0.464,0.699
以前沒去過這麼棒的酒吧！當我訪問台北時一定會回來,I haven't been to such a great bar before!I will come back when I visit Taipei,0.226,0.0,0.774,0.6588
"酒吧超美～
酒好喝是基本
食物也很好吃～","酒吧超美～
酒好喝是基本
食物也很好吃～",0.0,0.0,1.0,0.0
這是一個放鬆聊天的地方🥰😍我喜歡這裡的氛圍和裝飾！一定會回來♥️ …,This is a place to relax and chat 🥰😍 I like the atmosphere and decoration here!I will definitely come back ♥ ️ ...,0.478,0.0,0.522,0.9716
週五晚上的好地方🥰 …,Good place on Friday night 的 ...,0.326,0.0,0.674,0.4404
美味的雞尾酒和食物以及令人驚嘆的裝飾使其成為與朋友放鬆和聊天的好地方！,The delicious cocktails and food and amazing decoration make it a good place to relax and chat with friends!,0.544,0.0,0.456,0.9493
非常友好的調酒師和美味的雞尾酒！,Very friendly bartender and delicious cocktail!,0.652,0.0,0.348,0.8169
"墨西哥運動酒吧
他們給我端來了一杯龍舌蘭酒。","Mexico Sports Bar
They brought me a glass of agave.",0.0,0.0,1.0,0.0
令人驚嘆的氛圍，是您在台北時參觀的好地方。,The amazing atmosphere is a good place you visit when you are in Taipei.,0.358,0.0,0.642,0.7717
很高興在這裡放鬆。,I'm glad to relax here.,0.663,0.0,0.337,0.7096
酒很好喝👍🏻 …,The wine is delicious 👍🏻 ...,0.291,0.0,0.709,0.5719
向我收取了不屬於我支付的餐費和飲料費,I charged me a meal fee and beverage fee that I did not belong to me,0.0,0.107,0.893,-0.2023
好地方👍 …,Good place 👍 ...,0.42,0.0,0.58,0.4404
適合一個人獨處放鬆一下,Suitable for a person to relax alone,0.293,0.202,0.505,0.2263
Peter酒真的超棒,Peter wine is really great,0.523,0.0,0.477,0.659
不錯的酒吧,Good bar,0.744,0.0,0.256,0.4404
奶昔超好喝！ ！ ！,The milkshake is super delicious!IntersectionIntersection,0.512,0.0,0.488,0.636
好喝,Delicious,1.0,0.0,0.0,0.5719
好喝！,Special!,1.0,0.0,0.0,0.4574
超美！超棒的地方！,Super beautiful!A great place!,0.811,0.0,0.189,0.8619
所以冷靜💛 …,So calm down ...,0.464,0.0,0.536,0.3804
不錯的選擇,Good choice,0.744,0.0,0.256,0.4404
好涼爽的地方,What a cool place,0.434,0.0,0.566,0.3182
好氣勢！,Good momentum!,0.761,0.0,0.239,0.4926
好地方！,Good place!,0.761,0.0,0.239,0.4926
奶昔棒呆,Cowardly,0.0,1.0,0.0,-0.3818
喝完😆😆 …,After drinking 😆😆 ...,0.417,0.0,0.583,0.6124
