Original,EN
"闆娘親切

服務員專業

推薦大家來👍","Ban Niang kind

Waiter profession

Recommend everyone to come"
"氣氛不錯,服務員很輕切...重點酒好喝","The atmosphere is good, the waiter is very light ... the key wine is good"
室內空氣真好 調酒變化很多 姐妹們喝的超開心啊😃 …,The indoor air is so good to mix and change many sisters.
燈光美氣氛佳，多樣化調酒，很適合朋友小酌的Via24Bar,"The light and beautiful atmosphere, diverse bartend"
環境很好很適合小聚,The environment is very good and suitable for Xiaoju
酒好喝，酒保帥，氣氛超棒！,"The wine is delicious, the wine is handsome, the atmosphere is great!"
小黃瓜shot超讚😍希望變成常駐菜單！,"The cucumber shot is superb, hoping to become a resident menu!"
"調酒員好
老闆娘好
餐廳氣氛很好
酒又實在","Good bartender
Good boss
The restaurant atmosphere is very good
Alcohol"
薯條內部鬆軟外部酥脆，金湯尼清涼爽口，bartender親切認真，打卡送shot,"The inside of the fries is soft and crispy outside, the golden Tony is cool and refreshing, Bartender is kind and serious, check the card to send Shot"
酒好喝 服務也讚 會仔細解說酒種,Wine good service also likes to explain the wine species carefully
調酒好喝，服務好，適合好友小聚聊天,"Blooming is delicious, good service, suitable for friends to gather chatting"
整家店氣氛很好，老闆娘平易可親：）,"The atmosphere of the whole shop is very good, the boss is easy to be available :)"
酒好喝，老闆娘親切，適合小聚聊天,"The wine is delicious, the boss is kind, suitable for small gathering to chat"
沒煙味超讚7,"No smoke flavor, super happy 7"
有吃有玩 好友們聚會喝酒就該來這打上一桿,You should come here if you eat and play friends to drink.
很棒棒 還有撞球桌欸,Very good and hitting table 很
氣氛佳薯條份量也很足 很適合下班和同事聚聚,"The atmosphere is also very suitable for the amount of fries, which is very suitable for getting off work with colleagues"
"超讚！老闆娘超耐斯
超好交朋友 招待超棒❤️","It's amazing!Lady Lady Superbers
Super good friends entertain superb ❤️"
酒精清潔很確實 服務很好 老闆娘 招待兩杯shot,"Cleaning alcohol is really good service, good service boss entertains two cups of shot"
不錯喝👍🏻 …,Good drink 👍🏻 ...
特調🍹🍸🥃好喝👍👍👍很特別💕值得來 …,Special -👍👍👍 👍👍👍 别 别 别 is particularly worthwhile ...
氣氛不錯 不會太擠 可以好好放鬆😌 …,"If the atmosphere is good, it will not be too crowded. You can relax 😌 ..."
裡面有May老闆特調寶貝睡三天，一定要來嚐試,"There is a special baby who sleeps for three days in it, and you must try it"
博宇倒了我感到很開心,I feel very happy when Boyu dumps
環境好！調酒厲害！推👍 …,Good environment!Blooming!Push ...
調酒還可， 人不算多可以不用人擠人,"Blooming is okay, there are not many people who can not squeeze people without people."
老闆娘很nice~酒好喝！,The boss is very nice ~ wine is delicious!
店員超親切的！！喜歡今天的酒！,The clerk is super cut!IntersectionLike today's wine!
調酒有水準 環境很讚,There is a standard environment for bartending
環境舒服調酒好喝！,The environment is comfortable and bartender!
蜂蜜檸檬好喝😋 …,Honey lemon is so delicious ...
老闆姊姊大方好相處！すごいね〜,Olderly good place!It's amazing ~
酒好喝～服務親切！,The wine is delicious ~ service!
地下室場地寬敞舒適！,The basement venue is spacious and comfortable!
環境很棒！有鏢機跟撞球桌,The environment is great!There are dart machines and hitting tables
"老闆娘人很好！！
整體的感覺很棒！！！酒也很好！！！！","The boss is very nice!Intersection
The overall feeling is great!IntersectionIntersectionWine is also very good!IntersectionIntersectionIntersection"
點一杯阿倫不會調或是寶貝睡三天吧,"Click a cup of Allen to adjust it or sleep for three days for the baby for three days, right?"
氣氛很好，適合三五好友相聚,"The atmosphere is good, suitable for three or five friends to gather together"
酒好喝，店長超帥,"Sake -up, store manager Super Marshal"
酒好喝氣氛棒推推🎊🎊🎊 …,The wine is a good atmosphere stick push ...
長島冰茶超讚💪💪💪 …,Long Island Ice Tea is superb ...
調酒好喝 香香雞好吃,Blooming delicious fragrant chicken delicious
這是屬於我忘憂俱樂部,This belongs to my forgotten club
環境好 氣氛佳,The environment is good
好喝氣氛好,A good atmosphere is good
老闆人很nice,The boss is very nice
氣氛不錯讚讚,The atmosphere is good
讚,praise
老闆娘超讚的,Boss
特調非常棒！,Specialties are great!
調酒好喝👍👍👍 …,Blooming is delicious 👍👍👍 ...
服務很好,The service was excellent
超讚,Pretty
酒保有坐檯,Wine Bao Youzai
"這是一個不錯的酒吧。
有來自許多不同國家的多種威士忌和杜松子酒可供選擇。
卡瓦蘭的價格也很合理。","This is a good bar.
There are many whiskey and Du Songzi wine from many different countries to choose from.
Cavan's price is also reasonable."
"氣氛很好，飲料很好，但客戶服務最差。

飲料很美味，氣氛也很好，但調酒師的服務是最糟糕的。坐在前吧的時候，他因為抽菸離開座位3分鐘多，或是坐在前吧的角落玩手機遊戲。

無意重訪","The atmosphere is very good, the drink is good, but the customer service is the worst.

The drink is delicious and the atmosphere is also very good, but the bartender service is the worst.Sitting in front of him, he left the seat for more than 3 minutes because he smoked, or sat in the corner of the front to play mobile games.

Unintentional visit"
酒吧提供撞球桌和飛鏢機，讓您與朋友一起玩樂。但我們點的所有飲料都不好。服務慢。價格不值得。,"The bar offers the ball -hit table and dart machine, allowing you to play with your friends.But all we ordered drinks are not good.Slow service.The price is not worth it."
"不錯的酒吧
有點空","Good bar
A little empty"
飲料很棒！,The drink is great!
很酷的酒吧，服務非常好。雞尾酒調製得很好。氣氛很好。,"Very cool bar, the service is very good.Cocktails are well -adjusted.The atmosphere is very good."
"您可以在這裡打桌球和飛鏢。
飲料還可以，不太擁擠，所以如果你想度過一個寒冷的夜晚，推薦這裡。","You can play billiards and darts here.
Drinks are okay, not too crowded, so if you want to spend a cold night, recommend this."
"很棒的飲料！
心情好極了！
很棒的服務！
棉花糖射擊的傳奇","A great drink!
The mood is great!
Great service!
Legend of marshmallow shooting"
有自己做的茶酒 推推,Push with tea and wine you made
這是一個舒適的空間，飲料很好，工作人員很有趣，尤其是週六和週日❤️,"This is a comfortable space, the drink is very good, the staff is very interesting, especially Saturday and Sunday ❤️"
"這家餐廳處理危機的方式很有趣。首先責怪你的客戶絕對不是最明智的舉動。

認為這是解決顧客不滿的失敗嘗試

餐廳老闆實際上做了什麼：
1.首先責怪客戶（為什麼？？）
2.找出他們自己對付費客戶的仇恨評論的負面影響
3.刪除對顧客的仇恨評論
4.在知道仇恨評論對生意不利後，就採取「道歉策略」並扮演受害者（但我們現在都知道這些「道歉」絕不是真誠的......我想失去明星一定會受傷）
5. 扮演受害者並指責顧客反應過度
6.扮演受害者
7.扮演受害者

只是承認你一開始就做錯了（我知道你沒有聘請酒類促銷女士，但她在你的店裡，你親自決定讓他們能夠在那裡）。你只會贏得客戶的尊重......","This restaurant is very interesting to deal with crisis.First of all, blame your customers is definitely not the most wise move.

I think this is an attempt to solve the failure of customers' dissatisfaction

What the restaurant owner actually did:
1. First blame customers (why??)
2. Find out the negative impact of their own hate comments on paid customers
3. Delete hatred comments for customers
4. After knowing that hatred comments are not good for business, we adopt a ""apology strategy"" and play the victims (but we now know that these ""apology"" is by no means sincere ... I want to lose the stars and will be injured)
5. Playing the victim and accusing customers of excessive response
6. Playing the victim
7. Playing the victim

I just admit that you did something wrong (I know you did not hire wine promotions ladies, but in your shop, you personally decided to allow them to be there).You will only win the respect of customers ..."
雞尾酒不錯，但有點暗，看不到食物😂😂😂 …,"Cocktail is good, but a bit dark, I can’t see the food ..."
好飲料。時間還早，所以酒吧很安靜。,"Good drink.Time is still early, so the bar is very quiet."
"令人放鬆的好心情。我們兩個人花了2個小時，喝了幾杯
大約1000新台幣。調酒師非常整潔和友善。營業至凌晨 2 點。","Relaxed and good mood.The two of us spent 2 hours and drank a few glasses
About 1,000 NT $.The bartender is very neat and friendly.Open until 2 am."
裡面的氣氛還不錯，但周圍冷清，雞尾酒也馬馬虎虎。袋球桌也是傾斜的，很難正常享受比賽。,"The atmosphere inside is pretty good, but the surrounding is deserted, and the cocktails are also sloppy.The bag table is also inclined, and it is difficult to enjoy the game normally."
很棒的酒吧..強烈推薦。非常感謝友善的調酒師泰倫斯的熱情服務,A great bar .. Recommended strongly.Thank you very much for the warm service of the friendly bartender
我去了這裡，酒保真的很好，人也很好，我希望很多人來這裡，儘管我不做這樣的事情。的很喜歡，最好的❤️❤️,"I went here, the bartender is really good and the people are very good. I hope many people will come here, although I don't do such a thing.I like it very much, the best ❤️❤️"
美妙的葡萄酒搭配美味的薯條。,Wonderful wine with delicious fries.
"調酒師非常可愛，非常好！音樂氛圍輕鬆又輕鬆☺️
還有雞尾酒！","The bartender is very cute and very good!The music atmosphere is easy and easy ☺️
There are cocktails!"
完美的伏特加酸橙！,Perfect Vodka Orange!
很棒的雞尾酒、桌球、飛鏢，服務也很棒，經理在樓下開放了讓我們打台球，儘管該區域關閉了。,"The great cocktail, billiards, darts, and the service are also great. The manager opened downstairs to let us play billiards, although the area was closed."
我非常喜歡這個酒吧！這裡的氣氛太好了。尤其是酒吧，實在是太漂亮了。我一定會再來這裡！,"I like this bar very much!The atmosphere here is so good.Especially the bar, it is too beautiful.I will definitely come here again!"
酒很好喝,Wine is delicious
不錯的店！,Good shop!
"氣氛很好。
好喝。","The atmosphere is very good.
Special."
沈沈的威士忌 好喝,The deep whiskey is delicious
優質的服務。工作人員細心、友好，價格/品質比合適。,"High -quality service.The staff is careful, friendly, and the price/quality is more appropriate."
蒂芬妮鏡頭好喝，老闆娘人這些,"Tiffany's lens is delicious, the boss lady"
酒非常好喝！,Wine is very delicious!
很棒的地方，非常涼爽，飲料的選擇也很不錯,"A great place, very cool, and the choice of drinks is also very good"
🥰 …,🥰 …
工作人員非常友好，讓人感覺很受歡迎。會訪問阿金,The staff is very friendly and very popular.Will visit Akin
有品味，酒好喝，超棒,"There are taste, wine is delicious, great"
酒很好喝💖,The wine is delicious 💖
很棒,great
"可以玩飛鏢和撞球的酒吧。
飲料也很美味。","You can play darts and bars.
Drinks are also delicious."
一個人放鬆或與一群人一起玩樂的好地方。,A good place to relax or play with a group of people.
很棒的酒吧,Great bar
真的是很不錯的酒吧，強烈推薦！,"It's really a very good bar, highly recommended!"
很台北的酒吧。,Very Taipei bar.
很棒的雞尾酒,Great cocktail
酒好喝，可以打撞球🎱 …,"The wine is delicious, you can hit the ball ..."
好玩,Fun
拍得不錯👍 …,It's good to shoot ...
酒感很好,Very good wine
良好的氛圍,Good atmosphere
好喝！,Special!
好喝又好玩,It's delicious and fun
休閒喝酒的好地方。,A good place for leisure and drinking.
美味的雞尾酒和有趣的調酒師,Delicious cocktails and interesting bartenders
Great! 酒好喝！,Great! Wine is delicious!
喝喝小酒的好地方。 easy place,Drink a good place to drink small wine.Easy Place
👍 …,👍 …
氣氛很好。,The atmosphere is very good.
非常舒適和美好。,Very comfortable and beautiful.
好朋友的店,Good friend's shop
超棒,Great
好喝,Delicious
稱讚,commend
不錯的酒吧,Good bar
再見mdfk,Goodbye MDFK
好喝好玩！,It's delicious!
服務非常慢而且不專心,The service is very slow and not concentrated
非常舒適的地方,Very comfortable place
氣氛很好,The atmosphere is very good
Echo 很推,Echo is very pushing
酒很好喝,Wine is delicious
晚上的好地方,Good place at night
非常吵鬧且狹窄的酒吧,Very noisy and narrow bar
不錯~,Not bad ~
很棒很Chill,Great and chil
好玩~,Fun ~
好的！,OK!
偉大的！,Great!
普通,usually
很棒的酒吧！,A great bar!
體驗真的很差！ ！,The experience is really bad!Intersection
好玩,Fun
好的,OK
酒好喝,Wine
好,good
舒服,Comfortable
👍👍🔥🔥🔥 …,👍👍🔥🔥🔥 …
👍🏻👍🏻👍🏻 …,👍🏻👍🏻👍🏻 …
很好玩,Very fun
稱讚,commend
甜蜜的地方,Sweet place
好喝好玩！,It's delicious!
爽翻的地方,Push
有趣的地方！,Interesting place!
100分,100 points
好地方,Good place
好喝,Delicious
老朋友的相聚的地方！ ！ ！,The place where old friends meet!IntersectionIntersection
最好的。,The best.
很棒的酒吧,Great bar
好喝好玩,It's delicious
好喝～,It's delicious ~
