Original,EN,Positive,Negative,Neutral,Compound
非常不專業的店，點了兩杯可樂都完全沒氣，請店家試看看原因，明明兩個店員在聊天，到結帳離開主動詢問也沒確認，說等下會試看看。肉品醃料不日式不台式也吃不出肉的味道有點可怕。可樂也能這樣讓我實在沒興致，但我真的後悔沒拍照，廣島烏龍麵絕對不是照片上那個樣子，感覺是剩下的菜渣們炒的。雖然反應可樂的時候店員直覺要收走，換了原因一樣有意義嗎？我沒有要退的意思，錢照付，沒有下次。剛剛實在應該去旁邊7-11買一瓶可樂送你們喝看看。,"A very unprofessional store, I ordered two cups of cola to get angry at all. Please try to see the reason. Obviously, the two clerks were chatting, and they did not confirm the active inquiry after checkout.The taste of meat marinade is a bit terrible.Coca -Cola can also make me really unhappy, but I really regret not taking pictures. Hiroshima oolong noodles are definitely not the same in the photo. I feel that the rest of the vegetable residue is fried.Although the clerk's intuition to take away when reacting Coke, is it meaningful to change the reason?I didn't mean to retreat, the money was paid, not next time.I should go to 7-11 to buy a bottle of cola next to 7-11.",0.061,0.105,0.834,-0.6123
"明太子雞肉串好好吃
好多喵喵超可愛
放鬆的好地方","Ming Prince Chicken skewers are delicious
A lot of meow meow super cute
Relaxed place",0.556,0.0,0.444,0.93
安靜舒適的居酒屋，除了餐點好吃外，食材的擺盤也不馬乎，還有3隻可愛的小貓咪陪吃，同時也是寵物友善餐廳喔！,"The quiet and comfortable izakaya, in addition to the delicious meals, the dish of the ingredients is not horse. There are also 3 cute kittens to eat, but also a pet -friendly restaurant!",0.277,0.0,0.723,0.8777
"其實不用說！有看到👆👆👆👆👆這邊嗎？
加幾顆好了👉🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 …","Needless to say!Have you seen this side?
Add a few of them ...",0.0,0.0,1.0,0.0
真是太晚發現這間好店，除了有愛心照顧的貓咪們陪坐檯，還有味道好的串燒和總類豐富的酒種，真是所有願望一次滿足,"It's too late to discover this good shop. In addition to the cats who have caring for caring, there are also good skewers and rich wine species.",0.425,0.0,0.575,0.9458
"酒品種類很多的居酒屋，
除了清酒和生啤，
也還有多款精釀啤酒和威士忌可以選擇，
適合待一個晚上的小店。","There are many types of wine, izakaya,
Except sake and raw beer,
There are also a variety of craft beer and whiskey to choose from,
Suitable for a small shop for one night.",0.0,0.0,1.0,0.0
氣氛好，服務親切，東西美味，CP值極高,"The atmosphere is good, the service is cordial, the things are delicious, and the CP value is extremely high",0.36,0.0,0.64,0.8402
"好吃適合下班聊天地方
價錢小貴","It's delicious for get off work to chat in work
Small price",0.252,0.0,0.748,0.5719
大致上都不錯，牛蒡絲很好吃，社區型的小店讓人感覺很溫馨，店貓也很可愛,"It's generally good, Niu Gongshi is delicious, community -based shops make people feel very warm, and the store cats are also very cute",0.389,0.0,0.611,0.9019
"餐點不錯，酒類不少，有機會可以再安排細細品嚐，
用餐環境尚可，也許因為裝潢老舊，大門無法緊閉，
天冷了，坐在門口座位容易有寒風吹進來，
店內有貓，不影響用餐。","The meal is good, there are a lot of wine, and you can arrange a carefully tasting.
The dining environment is acceptable, maybe because the decoration is old, the door cannot be closed tightly.
It's cold, and sitting at the door is easy to blow in,
There are cats in the store and do not affect dining.",0.153,0.0,0.847,0.8225
第四次回訪了！食物非常新鮮料理的又好吃，還有可愛的貓貓可以撸🥰 …,"The fourth visit!The food is very fresh and delicious, and the cute cat can be 🥰 ...",0.517,0.0,0.483,0.9528
適合三五好友聚餐小酌的好地方，食物美味新鮮,"Suitable for a good place for three or five friends to dinner, delicious food and fresh food",0.48,0.0,0.52,0.9001
貓咪們太可愛了但脾氣不太好。東西不錯吃可惜酒費太貴了。以後偶爾還是會回去。,The cats are so cute but their temper is not good.It ’s a pity that it’ s too expensive.Occasionally go back in the future.,0.081,0.217,0.702,-0.6208
"內湖少數能喝酒放鬆的好地方
物美價廉 酒也好喝
老闆老闆娘人超好
也都很喜歡小動物🐱🐱
貓很多但都蠻親人的
蠻棒的用餐環境 拿來聚會也很不錯👍👍
☺️☺️☺️☺️☺️","There are a few good places in Neihu who can drink and relax
Masterpiess and cheap wine are also delicious
The boss and the boss are super good
I also like small animals 小
There are many cats but they are quite relatives
The great dining environment is also very good at the party
☺️☺️☺️☺️☺️☺️",0.496,0.0,0.504,0.994
現在有疫情，用餐梅花座，老闆娘幫忙分食，上菜快很多，服務升級，繼續吸貓。,"Now there are epidemics, meal plums, the boss helps to separate, the food is much faster, the service upgrade, and continue to suck the cat.",0.091,0.102,0.807,-0.0772
環境氣氛佳，老闆老闆娘人很好，還有很多可愛的貓咪，很親民，食物啤酒也都超讚！！！,"The environmental atmosphere is good, the boss and the boss are very good, and there are many cute cats, very close to the people, and food beer is also great!IntersectionIntersection",0.258,0.0,0.742,0.855
"Ok的店,食材新鮮,料理美味,可再來","OK shop, fresh ingredients, delicious food, can come again",0.598,0.0,0.402,0.8374
"親切的社區型小店
清酒種類多
餐飲價格親切","Careful community -based shop
There are many types of sake
Catering price",0.127,0.0,0.873,0.1531
喧鬧城市中讓人放鬆的好地方，三五好友齊聚一堂。好酒、好友、好食材共同度過美好的時光。推薦給大家真的很棒！,"A good place in the noisy city, three or five friends gathered together.Good wine, friends, and good ingredients spend good time together.Recommended for everyone is really great!",0.474,0.041,0.484,0.9577
歐爸炸雞好吃 餐點大致上都有一定水準 用餐時剛好碰到黃品源即興演出 多點了一瓶酒慢慢品嚐也很值得,Ou Da fried chicken delicious meals roughly have a certain level of meal just to meet Huang Pinyuan's impromptu performance. Slowly taste it. It is worth it.,0.243,0.0,0.757,0.7717
東西好吃，清酒好喝，喝清酒的杯子裡還有魚，超可愛的！,"The things are delicious, sake is delicious, and fish is still fish in the cup of sake, super cute!",0.493,0.0,0.507,0.9392
喔爸炸雞配生啤 一天的疲勞都不見嚕,Oh dad's fried chicken with raw beer for a day's fatigue no see,0.0,0.276,0.724,-0.4939
餐點味道太清淡不合胃口，日式奶茶喝起來跟紅茶花伝皇家奶茶一樣，魚湯像開水加煮熟的魚片，食材也是一下有一下沒有，但是店家服務很親切又有五隻貓咪陪吃,The taste of the meal is too light and uncomfortable. The Japanese -style milk tea is the same as the royal tea of ​​the black camellia. The fish soup is like boiled fish fillets with boiled water. eat,0.061,0.063,0.876,-0.0258
"有8隻可愛的貓咪呦
餐點好吃 環境舒適","There are 8 cute cats
The meals are delicious and the environment is comfortable",0.476,0.0,0.524,0.875
"有貓咪的居酒屋
餐點好吃氣氛也很好
建議先訂位呦
三五好友/同事下班小酌聊天好去處👍🏻","Iolet with cats
The delicious atmosphere of the meal is also very good
It is recommended to book a place first
Three or five friends/colleagues will have a drink after get off work and chat.",0.214,0.0,0.786,0.8268
食物不錯吃，酒類價格賣價都偏高~,"Food is good, and the price of wine is high ~",0.225,0.0,0.775,0.4404
"讚讚讚
有可愛的貓貓們，店裡氣氛很輕鬆，喜歡💕 …","Praise
There are cute cats, the atmosphere in the store is very easy, I like it ...",0.491,0.0,0.509,0.911
菜色普通，服務普通，空間不是很大，價位不便宜，開放貓咪在外場自由走動，導致貓咪會跳到餐桌上，舔桌上的餐點，影響用餐心情，非常不優！,"The dishes are ordinary, the service is ordinary, the space is not very large, and the price is not cheap. Open cats walk freely at the field, causing cats to jump to the table and lick the meals on the table, which affects the mood of the meal. It is not good!",0.057,0.043,0.899,0.1989
餐點好吃！還可以抽紅包現金回饋！,The meal is delicious!You can also draw red envelopes cash back!,0.0,0.0,1.0,0.0
老闆跟老闆娘人都很nice，東西好吃，還有很多可愛的貓貓陪你一起小酌～愛貓人士的天堂無誤！想看可愛貓貓跟吃美食的酒鬼們記得先訂位才不用等哦～,"The boss and the boss are very nice, the things are delicious, and there are many cute cats to accompany you to drink ~ The paradise of cat lovers is correct!Want to see cute cats and drinking foods who eat food, remember to order first, so you don’t have to wait ~",0.31,0.0,0.69,0.9669
食物好吃 店貓可愛 氣氛好,Food delicious shop cat cute atmosphere is good,0.658,0.0,0.342,0.8625
"東西是真的不錯吃
但是好貴
然後又線上點餐 頂多幫你送餐上來而已
為什麼要服務費啊？想了解一下
不便宜又加十趴
就真的偏貴了","Things are really good to eat
But so expensive
Then order meals online at most to help you give me the meal.
Why service fee?Want to know
Not cheap and add ten parties
It's really expensive",0.226,0.0,0.774,0.8629
"一間讓人放鬆的小店。
朋友推薦來訪，啤酒價格實在，另外也有日本酒跟威士忌等酒種可以選擇。
牛肉串烤很好吃，個人覺得CP值很高。
肉汁多也夠入味，稍鹹的口感很適合配酒吃😂
啤酒種類多，價格大多都在130-180之間，個人覺得非常划算。
店內偶爾會有駐唱，也有很多貓貓，喜歡貓的人去這邊一定很幸福。
貓還算親人，跟貓一起喝酒真的滿開心的😂
真的要說什麼缺點大概就是比較遠一點吧，但也離內湖站3分鐘路程而已，如果住大直內湖地區滿方便的！
店員跟老闆都很親切，是一間值得推薦的居酒屋！","A relaxed shop.
Friends recommend visiting. Beer prices are real. In addition, there are Japanese wines and whiskey to choose from.
The beef skewers are delicious, and I personally think that the CP value is high.
The gravy is too much and flavorful, the salty taste is very suitable for wine to eat 😂 😂 😂 😂
There are many types of beer, and most of them are between 130-180, and I personally feel very cost-effective.
Occasionally there are singing in the shop, and there are many cats. People who like cats must be happy here.
The cat is still a loved one, really happy to drink with the cat 😂
What really wants to say is about a little farther, but it is only 3 minutes away from Neihu Station.
The clerk and the boss are very kind. They are a recommended izakaya!",0.204,0.038,0.758,0.9822
幾乎是水煮加調味粉，水蓮很精彩可以點來吃吃看，桌邊會有小蟑螂一起喝酒,Almost boiled and seasoning powder. Water lotus is very exciting.,0.28,0.0,0.72,0.5413
"人生來過出菜最慢的餐廳，兩小時五道，人多不是藉口，還有兩桌沒人。好在隔壁桌把剩下沒煮的菜退掉結帳提前走了，不然要等到天荒地老。

七點來一堆菜已售完，可以點的又有兩道中途才說沒有，這種服務實在很雷...

評價雖好但還是要給沒來過的人知道此情況。","The slowest restaurant in life is two hours. There are five hours.Fortunately, the next table will retire the remaining dishes and leave the checkout in advance, otherwise you have to wait until the sky is old.

A bunch of dishes have been sold at seven o'clock, and there are two more ways to order to say no. This kind of service is really thunderous ...

Although the evaluation is good, I still have to know this situation.",0.037,0.015,0.948,0.4019
"氣氛佳
東西好吃
酒也很棒
老闆老闆娘人親切
適合朋友聚會的地方","Good atmosphere
What is delicious
Wine is also great
The boss and the boss are kind
Suitable for friends to meet",0.518,0.0,0.482,0.9531
餐點好吃歸好吃，貓咪可愛歸可愛，但人多的時候明顯感到人力不足，一道菜要30分鐘才會上。如果不是要悠閒的尬聊三小時或玩貓貓的話應該不是個好選擇，不然就是挑個人少的時段來～,"The meal is delicious and delicious. The cat is cute and cute, but when there are many people, it is obvious that the manpower is insufficient. It takes 30 minutes to get a dish.If it isn't for three hours or playing with cats, it should not be a good choice, otherwise it is a time when you have a few personal time ~",0.154,0.044,0.803,0.6995
"愛貓人士的天堂，店內大概有4、5隻肥貓公關，會跳上你旁邊的位子陪你吃飯。店內裝潢很日式，沒想到內湖有這麼棒的居酒屋，食物更沒話說，點了廣島烏龍麵（吃下去第一口差點哭，讚死）、唐揚雞炸的超酥、麵衣薄（again讚死）蛤蠣絲瓜跟類似骰子牛都很好吃，誠意十足。店內位子不多，六點營業大概七點多就沒位子了。
小插曲：原本打過去訂位但老闆沒接到，結果後來還回撥電話給我，有夠讚😇

二訪還是好吃到炸⋯⋯🥲真的榮登愛店之一","For cat lovers, there are about 4 or 5 fat cat public relations in the store, and you will jump to the seat next to you to eat with you.The interior decoration of the store is very Japanese. I did not expect that there was such a great izakaya in Neihu, and the food was nothing to say. I ordered Hiroshima Oolong noodles (I almost cried, praised to death), Tang Yang chicken fried, and noodles. Again (Again) is delicious and sincere.There are not many seats in the store, and there are no seats at about seven o'clock in six o'clock.
Small episodes: Originally, the boss was originally made, but the boss did not receive it. As a result, I called me back to me.

The second visit is still delicious and fried.",0.098,0.04,0.862,0.8558
"用餐環境很舒服，貓咪也很有禮貌，還會顧及客人
但是料理真的要加把勁
我會去喝酒摸貓貓🤣 …","The dining environment is very comfortable, the cat is also very polite, and will take care of the guests
But the cooking really needs to work harder
I will go to drink and touch the cat 🤣 ...",0.182,0.0,0.818,0.827
"東西非常好吃，店貓非常可愛，愛貓愛喝的可以來坐坐。
最近愛上手羽先，之前是燒牛還有和風沙拉。店裡有非常多種類的清酒，精釀啤酒，現壓生啤酒也有很多選擇唷。","Things are very delicious, shop cats are very cute, those who love cats and love can come and sit.
Recently, I fell in love with the first, and I had burned beef and the wind salad.There are many types of sake in the store, craft beer, and there are many choices for raw beer.",0.289,0.0,0.711,0.9678
"上菜速度非常慢，說照系統訂單出餐，後兩桌在我們下單後進來的都上菜了我們還沒上齊。

一個空盤放了超過半小時沒打算收，問你們說空盤不收一下嗎？居然跟我說筷子還放在上面，聽到真的傻眼，不能問一下還需要用嗎？還要客人你們教怎麼服務嗎？

等菜等到酒都不冰了，收服務費還有這種服務，不敢領教？

另外提醒一下，在我等菜等到恍神的時候，發現你們櫃檯下面非常的髒，服務員等出餐那麼多時間沒事的話，可以清一下。","The speed of serving is very slow. It is said that the order of the system order is available. The latter table comes in after we place an order. We have n’t served.

A empty disk was placed for more than half an hour and did not plan to accept it. I asked you if the empty disk would not be collected?I actually told me that the chopsticks were still on it. I heard it really dumbfounded. Can't you ask if you still need to use it?Do you want to teach guests?

Waiting for the dishes to wait until the wine is not ice, there is such a service for the service fee, dare not teach?

In addition, when I waited for the dishes to wait until God, I found that it was very dirty under the counter. If the waiter waited for so much time to go to meals, you can clear it.",0.036,0.078,0.886,-0.7802
身為愛喝酒的我真的很需要一間自己的愛店，沒想到在我家附近就有這一家讓我愛不釋手的店！！！從啤酒到串燒每樣都好推薦，尤其是店員也很賞心悅目，很推薦大家在下班後或是週末想小酌一杯的話一定要來這邊，串燒真的滿分大推薦💯 …,"As a favorite of drinking, I really need a love shop for myself. I did not expect that there was this shop near my house that made me love it!IntersectionIntersectionEverything is recommended from beer to skewers, especially the clerk is also very pleasing to the eye. It is recommended that everyone must come here if you want to have a drink after get off work or weekend.",0.255,0.0,0.745,0.9615
"貓咪很可愛，進店後記得關門，以防萬喵星人跑出去！

吃的都很有自己店的風味，我很喜歡唐揚雞跟玉米筍和青椒，肉品都在水準之上！","The cat is very cute. Remember to close the door after entering the store, in order to prevent the cats from running out!

I eat the flavor of my own store. I like Tang Yang chicken and corn bamboo shoots and green peppers. The meat is on the standard!",0.14,0.0,0.86,0.7563
酒款超多！而且喝酒氣氛很好～～還有貓咪陪！炒烏龍超好吃！已外帶直接多打包！商家請繼續保持！！五顆星！🥰 …,There are so many wines!And the atmosphere of drinking is very good ~~ There are cat accompany!Frying oolong is super delicious!Packing more directly!Merchants please keep it!IntersectionFive stars!🥰 🥰 ...,0.451,0.0,0.549,0.9786
終於找到內湖可以一直來吃飯喝酒的居酒屋了！非常適合愛貓仔的我們，東西非常好吃，價格不貴份量多，精釀啤酒很好喝，貓仔們很會招呼客人！非常愉快的喝酒吃飯聊天的餐廳！,"Finally found the izakaya where Neihu can come to dinner and drink!We who are very suitable for cats, things are very delicious, the price is not a lot, craft beer is delicious, and cats will greet guests!Very pleasant restaurant for drinking and meal!",0.266,0.0,0.734,0.9345
我前去用餐的動機是想使用綁定在信用卡的好食券，我也在好食券官網查詢到你們是可以使用信用卡支付的，結果結帳時被告知只能付現，當下以為自己眼花查資料沒看清楚，但後來回家再查一次確實是這樣的，請問資訊落差的原因是什麼？這種感覺很糟糕,"The motivation for me to go for dining is to use good food coupons bound to a credit card. I also found out on the official website of the good food voucher that you can pay with the credit card. As a result, I was told that I could only pay at the checkout. I did n’t see it clearly, but it was true that I went home and checked it again. What was the reason for the gap in information?This feeling is bad",0.171,0.074,0.755,0.7469
"口味中下，份量也少，價格偏高高高，要不是附近選擇不多，不然不會再訪

一進門消毒水味道非常重且刺鼻
龍珠：粉超級無敵厚，根本在吃炸麵粉
烤羊肉串：肉又小又碎
玉米筍：其實我想吃的是帶皮的，完這邊是細小玉米筍配調味粉
水璉：普通偏鹹
松阪豬：好吃但超少
調味很常見一種帶甜的粉 食物原味較無法吃到

啤酒很好喝
貓咪還算可愛跟有趣","In the middle of the taste, the portion is also small, and the price is high and high. If there are not many choices nearby, it will not visit anymore

The taste of disinfection in the door is very heavy and pungent
Dragon Ball: The powder is super invincible and thick, and is eating fried flour at all
Baked mutton skewers: small and broken meat
Corn bamboo shoots: Actually, I want to eat skin, and this side is a small corn bamboo shoot with flavored powder
Water: Ordinary salty
Matsusaka: delicious but very small
Seasoning is very common.

Beer is delicious
Cats are cute and interesting",0.17,0.031,0.799,0.9509
鹽烤牛肉系列非常好吃、蛤蜊系列好吃。最驚艷的還是現榨Asahi生啤酒，因為Asahi罐裝有分日本當地貨及海外貨，有在追Asahi的應該都知道，非常明顯差異。而現榨能將日本貨完整呈現出，很推薦。部分餐食是失望，價格中上。座位部分倒是可惜了，長桌要跟旁邊陌生客人坐一起，少了點酒吧該有的獨立小空間。整體而言是個值得再訪的店。,"The salt grilled beef series is very delicious and the clams series are delicious.The most amazing thing is that Asahi raw beer, because ASAHI can be divided into Japanese local and overseas goods. Some who are chasing asahi should know that it is very obvious.The current squeezing can fully present Japanese goods, it is recommended.Some meals are disappointed, and the price is medium.It is a pity that the seat part is a pity. The long table is to sit with the strange guests next to it, and there is less independent small space that you should have.Overall is a store worth visiting.",0.087,0.081,0.831,0.3991
東西好吃，貓咪可愛，就先給一百分了，價位算是居酒屋裡面還算親民的，而且沒有很重的油煙味,"The stuff is delicious, the cat is cute, so I give a hundred points first.",0.34,0.0,0.66,0.7717
"給1顆星是因為牛很新鮮，現點現殺！
7:00入座 等到8:35菜還沒上齊 。重點我只點了兩道菜","Give a star because the cow is very fresh, and now kill it!
At 7:00, wait until 8:35 dishes have not been in uniform.The point I only ordered two dishes",0.073,0.14,0.787,-0.5266
"Cp值滿高的很適合小資族🥺
跟朋友來這裡吃點串燒、喝個酒、放鬆很滿足
但有些貓有點兇要小心🤣🤣","CP is full of high value and is very suitable for petty bourgeoisiers.
Come here with friends to eat skewers, drink a wine, relax and relax, very satisfied
But some cats are a bit fierce",0.241,0.038,0.721,0.7323
這家料理算好吃，食物品質有道。牛肋塊好吃調味足夠，蛤仔濃湯好喝、明太子雞腿串，有一層起司鋪底味道很濃郁不過有點太鹹，建議搭配一些清爽飲品一起吃，肥腸不是很推，烤太乾，整體口感欠佳，酒類飲品挺多的。以內湖價物來說，我是認為不貴。,"This cuisine is delicious and the quality of food is good.The beef ribs are delicious and seasoning, the clam soup is delicious, the Ming prince chicken leg skewers, there is a layer of cheese shop, which tastes very strong, but it is a bit too salty. It is recommended to eat it with some refreshing drinks. There are poor taste and a lot of wine drinks.As for the price of the lake, I think it is not expensive.",0.132,0.047,0.821,0.6593
內用桌數不多，有點狹窄，店內養了8隻貓，可以跟貓互動，貓很可愛，挺有趣的°,"There are not many tables in the table, which is a bit narrow. There are 8 cats in the store, which can interact with the cat. The cat is cute and interesting °",0.155,0.0,0.845,0.6908
"東西很好吃！但偏貴一點點
還有貓咪可以看🥺❤️下次還會再來","Things are delicious!But it's a little more expensive
There are cats to see 下❤️ I will come again next time",0.0,0.0,1.0,0.0
貓貓可愛親人，但出餐慢到極致，出餐順序令人質疑，他桌較晚入店的客人餐都上的比甚至我們快一些，何來順序可言？,"Cats are cute loved ones, but the meal is slow to the extreme. The order of the meal is questionable. His table is even faster than us.",0.142,0.09,0.768,0.1655
禮拜五晚上約莫十點進去十點十分點完餐，到11點半才上「四道」烤蔬菜，中間有試圖向店員反應，結果店員臉很臭的表示人多需要按照順序上菜，但是我不解的是，既然輪到我們這桌上菜為何還要等那麼久？而且上的都是料理不需要太久的蔬菜，這些也都算了那為何比我們晚來的都一直上菜呢？明明就還沒有做一直不願承認！,"At about 10 pm, I went to the meal at about ten o'clock in the evening. It was only at 11:30 to go to the ""Four"" roasted vegetables. There was an attempt to respond to the clerk. As a result, the clerk's face was stinky. But I puzzled, why did it have to wait so long since it was our turn?And all the vegetables that do not require too long, these are also the same as why we have been serving later than us?Obviously, I have n’t been unwilling to admit it yet!",0.023,0.046,0.931,-0.3076
疫情嚴重的時候有點過外帶的便當餐，覺得份量足夠，口味也很好吃，還有老闆幫我決定的選項XD 後來開放內用的時候，有時去都會因為店內滿座而撲空,"When the epidemic is severe, a bit of a bento meal with a take -out, I feel that the portion is sufficient, and the taste is delicious. When the option XD helped me decide, XD is later used in interior.",0.249,0.051,0.701,0.9035
要我們在門口等候，等到有位子入店之後才說沒有留電話號碼，於是又多等了半個小時。入店點餐後40分鐘只來了一道菜，啤酒都沒氣了桌上還空空的，詢問說是因為客人多要按照順序來，但是比我們晚點餐的人炒烏龍都來了，我們連洋蔥、玉米筍都不見蹤影，公然說謊。,"We need to wait at the door. After I entered the store, we said that there was no phone number, so I waited another half an hour.Only one dish came in 40 minutes after entering the store. The beer was not angry. The table was empty. Ask it because the guests had to follow in order, but the oolong is more fried than the people at our dinner. We are here. Even the onions and corn bamboo shoots were not seen, and they lied openly.",0.021,0.084,0.895,-0.5661
"店裡氣氛不錯店員跟老闆都很熱情
炒烏龍好吃","The atmosphere in the store is good and the boss is very enthusiastic
Frying oolong delicious",0.437,0.0,0.563,0.8777
食材新鮮，現點現殺，海鮮彈牙，肉類有嚼勁，蔬菜脆口，酒類多元，空盤留著讓我知道我這一個小時吃了一盤菜，服務十分周到，一成服務費理所當然！認真推薦,"The ingredients are fresh, the now kills, the seafood has the teeth, the meat is chewy, the vegetables are crispy, the wine is diverse, and the empty dish is left to let me know that I have eaten a dish for an hour. The service is very thoughtful. Toshi for granted!Carefully recommend",0.132,0.088,0.78,0.3989
"2022-03-25 五 晚餐
疫情後回訪內用，晚上 06:00 營業06:15 後開始出餐，約 18:45 上齊三樣餐點。

炒烏龍麵很乾 沒什麼醬汁
明太子玉子燒奶油過多 很甜膩的口感
野菇彩椒的香菇有酸酸的味道","2022-03-25 Five Dinner
After the epidemic visits, you will be available at 06:00 in the evening at 06:15, and start meals at about 18:45.

Stir -fried oolong noodles are very dry without sauce
Prince Yizi Yuzi cream is too sweet and sweet
The shiitake mushrooms of wild mushrooms have a sour taste",0.107,0.0,0.893,0.7184
貓咪的家,Cat's home,0.0,0.0,1.0,0.0
"老闆娘、老闆都很親切～～
貓咪非常可愛
餐點好吃❤️❤️❤️
環境氣氛也很棒～～非常推薦💕 …","The boss and the boss are very kind ~~
Cats are very cute
Meal delicious ❤️❤️❤️
The environmental atmosphere is also great ~~ It is very recommended 💕 ...",0.428,0.0,0.572,0.9709
"食物份量 出餐速度
真的退步很多
出餐速度慢沒關係 但如果量不夠
就會淪為好不容易等到一盤菜 卻像禿鷹一樣分食
重複輪迴

以前真的是我東湖愛店首選
抱歉了","Food weight delivery speed
Really retreat a lot
It doesn't matter if the meal is slow, but if the amount is not enough
It will be reduced to wait until a plate of dishes, but eat it like a bald eagle
Reincarnation

I was really the first choice for my East Lake Love Store before
Sorry",0.165,0.039,0.796,0.8782
這間吃蠻久，價格合理，味道不錯。特色是點魚的時侯會有貓亂入陪你一起吃。,"This is pretty long, the price is reasonable, and it tastes good.When the characteristic is that when the fish, there will be cats to eat with you.",0.11,0.0,0.89,0.4939
很美味，很適合跟少量朋友相約 有貓(大讚)還蠻多隻貓都 親人 給擼,"Very delicious, very suitable for a small number of friends with cats (big praise), there are quite a lot of cats, all loved ones, loved ones.",0.497,0.0,0.503,0.9628
只有生啤普通，料理CP值很低；一開始點的雞軟骨直到加點的都吃完，距離點餐都超過一小時了，都還沒上。問店員說沒有就不要，還一直說謊說要烤比較久。後來上來發現根本是先去炸再烤的，不是忘記作就是材料沒了再去買的。,"Only the raw beer is ordinary, and the CP value of the cooking is very low. At the beginning, chicken cartilage at the beginning is finished until the addition is added, and the dinner is more than an hour away.Ask the clerk, don't want it, but I have been lying and saying that they want to bake for a long time.Later, I found out that it was frying and then baking first.",0.041,0.096,0.864,-0.6437
"食材新鮮.每道都好吃👍🏻.
重點還是有3隻可愛的貓咪真的好可愛🐈 …","The ingredients are fresh. Each is delicious.
The point is still three cute cats really cute ...",0.486,0.0,0.514,0.9061
"非常擾民的一家店
消費完的客人，到2點還在門口瘋
附近居民都不用睡覺嗎
拜託一下。你們要賺錢
我們隔天也要上班賺錢！
煩請。宣導用餐完畢的客人不要在外面喧嘩好嗎","A very disturbing shop
The guests who have finished spending are still crazy at the door by 2 o'clock
Do you not have to sleep nearby residents?
Please.You have to make money
We also have to go to work to make money the next day!
Please.Do n’t you make noise outside the meals?",0.0,0.115,0.885,-0.768
"去過好多次！每項菜都好好吃～每次點菜都要狠心抉擇
但唐揚雞、酥烤雞軟骨必點 👍🏻
再加上，老闆不定期會進不同的酒類，每次去都能喝到好酒耶 …","I have been to many times!Every dish is delicious ~ I have to choose every time I order
But Tang Yang chicken, crispy roasted chicken cartilage must be ordered
In addition, the boss will enter different wines from time to time, and you can drink good wine every time you go ...",0.115,0.0,0.885,0.7574
很少見到這種較不陽剛的居酒屋，親切友善，放鬆。鳳梨酒好喝。食物味道尚可偏佳，調味有力，周遭幽靜。,"I rarely see this kind of unnamed izakaya, kind and friendly, relaxed.Pineapple wine is delicious.The taste of food is still good, the seasonings are powerful, and they are quiet around.",0.321,0.0,0.679,0.9062
說實在我來過這家店5.6次了，甚至還推薦許多人來這家店，但最近來吃得這次明顯忘記我們的單，在我們一開始先拿到幾杯酒之後，下一道菜就過了半小時，再經過反應後，卻得到按照「我們是按照順序出菜」的臭臉回應，明明就在我們反應的當下緊急把單拉入廚房處理，明顯沒有做還要得到這種回應，甚至隔壁比我們晚點餐還比我們早上菜，真的令人失望，以後不會再去了！,"To be honest, I have been to this store 5.6 times, and even recommended many people to come to this store, but recently I have obviously forgot our list this time. After we first got a few glasses of wine at the beginning, the next dish will be the next dish. After half an hour, after the reaction, we got a stinky face response in accordance with the stinky face of ""we are in order"". Obviously, the single was urgently pulled into the kitchen to deal with it. Response, even next door is more disappointing than us in the morning, we will not go again!",0.031,0.1,0.869,-0.8745
"老闆、板娘很熱情😍
每次來都有不同的感受，不論料理、人情都做足，cp值很高，價位中等，居酒屋來說料理很好吃有自己獨特味道，不貴👍🏿👍🏿👍🏿","Boss, Ban Niang is very enthusiastic 板
Every time you come, you have different feelings. Regardless of the cooking and human feelings, the CP value is very high, and the price is medium. The izakaya is delicious and has its own unique taste.",0.184,0.069,0.747,0.7178
似乎晚上七點到九點有駐唱，店內有可愛的貓咪，不要輕易嘗試以芥末為名的餐點,It seems that there are singing from 7 to 9 pm. There are cute cats in the store. Don't try meals in the name of mustard.,0.107,0.0,0.893,0.4588
"味道普通，孜然調味太過，價格中上。
真的要說的話，就是有店貓可以玩吧！哈哈","The taste is ordinary, the cumin flavor is too much, and the price is medium.
If you really want to say, there is a shop cat to play!Ha ha",0.137,0.0,0.863,0.5081
內湖地區溫暖的老店。,The warm old shop in Neihu area.,0.241,0.0,0.759,0.2263
"價格合理，
環境舒適，
餐點好吃，
還有可愛的貓咪作陪！
老闆娘很親切！","Price, reasonable price,
Environment comfortable,
The meal is delicious,
And cute cats accompany!
The boss is very kind!",0.505,0.0,0.495,0.9358
從坐下來點餐到第一道菜端上來等了25分鐘，為了增加翻桌率所以先點的客人菜都上完了我們的都還沒來，而且吃這麼鹹的菜居然不能點白飯，服務態度很傲慢，連沙拉都等超久，還堅持青菜是現切的，還好他沒說豬肉是現殺的，而且廚房簡陋根本應付不了進出的客人，非常不推薦。,"After sitting down and ordering to the first dish, I waited for 25 minutes. In order to increase the rate of turning the table, the guests who ordered the guests were finished. The attitude is very arrogant, even if salad is very long, and insist that the vegetables are cut. Fortunately, he did not say that the pork was killed, and the kitchen was rude and could not cope with the guests who entered and exited.",0.027,0.152,0.822,-0.8955
